,Unnamed: 0,date,site,latitude,longitude,elevation,depthOfTemperatureObservation,temperatureObserved,reference,reference_short,note,year,geometry,RACMO_distance,RACMO_lat,RACMO_lon,RACMO_i,RACMO_j,RACMO_elevation,RACMO_10m_temp
1110,1116,2013-11-30,UPE_L,72.8932,-54.2955,220.0,10.0,-5.462985336133284,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2013,POINT (-54.2955 72.89319999999999),179.8826626645665,72.86100006103516,-54.34278869628906,319.0,103.0,0.5964889526367188,-13.054449462890602
1111,1117,2013-12-31,UPE_L,72.8932,-54.2955,220.0,10.0,-5.28695413216656,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2013,POINT (-54.2955 72.89319999999999),179.8826626645665,72.86100006103516,-54.34278869628906,319.0,103.0,0.5964889526367188,-12.923437499999977
1112,1118,2014-01-31,UPE_L,72.8932,-54.2955,220.0,10.0,-5.26641972425829,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2014,POINT (-54.2955 72.89319999999999),179.8826626645665,72.86100006103516,-54.34278869628906,319.0,103.0,0.5964889526367188,-13.007116699218727
1113,1119,2014-02-28,UPE_L,72.8932,-54.2955,220.0,10.0,-5.437711530460236,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2014,POINT (-54.2955 72.89319999999999),179.8826626645665,72.86100006103516,-54.34278869628906,319.0,103.0,0.5964889526367188,-13.135778808593727
1114,1120,2014-03-31,UPE_L,72.8932,-54.2955,220.0,10.0,-5.710349639179412,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2014,POINT (-54.2955 72.89319999999999),179.8826626645665,72.86100006103516,-54.34278869628906,319.0,103.0,0.5964889526367188,-13.366125488281227
1115,1121,2014-04-30,UPE_L,72.8932,-54.2955,220.0,10.0,-6.1476265753018025,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2014,POINT (-54.2955 72.89319999999999),179.8826626645665,72.86100006103516,-54.34278869628906,319.0,103.0,0.5964889526367188,-13.638433837890602
1116,1122,2014-05-31,UPE_L,72.8932,-54.2955,220.0,10.0,-6.565897409917137,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2014,POINT (-54.2955 72.89319999999999),179.8826626645665,72.86100006103516,-54.34278869628906,319.0,103.0,0.5964889526367188,-13.971990966796852
1117,1123,2014-06-30,UPE_L,72.8932,-54.2955,220.0,10.0,-6.635618005181282,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2014,POINT (-54.2955 72.89319999999999),179.8826626645665,72.86100006103516,-54.34278869628906,319.0,103.0,0.5964889526367188,-13.984594726562477
1118,1124,2014-07-31,UPE_L,72.8932,-54.2955,220.0,10.0,-6.509937415710548,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2014,POINT (-54.2955 72.89319999999999),179.8826626645665,72.86100006103516,-54.34278869628906,319.0,103.0,0.5964889526367188,-13.929815673828102
1119,1125,2009-08-31,UPE_U,72.8878,-53.5783,940.0,10.0,-6.538551444572923,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2009,POINT (-53.5783 72.8878),178.84064717188951,72.92826843261719,-53.52448272705078,319.0,108.0,1.0,-13.300604248046852
1120,1126,2009-09-30,UPE_U,72.8878,-53.5783,940.0,10.0,-6.509906517219263,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2009,POINT (-53.5783 72.8878),178.84064717188951,72.92826843261719,-53.52448272705078,319.0,108.0,1.0,-13.147161865234352
1121,1127,2009-10-31,UPE_U,72.8878,-53.5783,940.0,10.0,-6.25706006194238,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2009,POINT (-53.5783 72.8878),178.84064717188951,72.92826843261719,-53.52448272705078,319.0,108.0,1.0,-12.875585937499977
1122,1128,2009-11-30,UPE_U,72.8878,-53.5783,940.0,10.0,-5.876741227584813,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2009,POINT (-53.5783 72.8878),178.84064717188951,72.92826843261719,-53.52448272705078,319.0,108.0,1.0,-12.669378662109352
1123,1129,2009-12-31,UPE_U,72.8878,-53.5783,940.0,10.0,-5.624529610384639,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2009,POINT (-53.5783 72.8878),178.84064717188951,72.92826843261719,-53.52448272705078,319.0,108.0,1.0,-12.573461914062477
1124,1130,2010-01-31,UPE_U,72.8878,-53.5783,940.0,10.0,-5.862674463520734,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2010,POINT (-53.5783 72.8878),178.84064717188951,72.92826843261719,-53.52448272705078,319.0,108.0,1.0,-12.596777343749977
1125,1131,2010-02-28,UPE_U,72.8878,-53.5783,940.0,10.0,-6.078681397148122,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2010,POINT (-53.5783 72.8878),178.84064717188951,72.92826843261719,-53.52448272705078,319.0,108.0,1.0,-12.702917480468727
1126,1132,2010-03-31,UPE_U,72.8878,-53.5783,940.0,10.0,-6.31318917943821,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2010,POINT (-53.5783 72.8878),178.84064717188951,72.92826843261719,-53.52448272705078,319.0,108.0,1.0,-12.851538085937477
1127,1133,2010-04-30,UPE_U,72.8878,-53.5783,940.0,10.0,-6.498878579215518,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2010,POINT (-53.5783 72.8878),178.84064717188951,72.92826843261719,-53.52448272705078,319.0,108.0,1.0,-13.008825683593727
1128,1134,2010-05-31,UPE_U,72.8878,-53.5783,940.0,10.0,-6.668153334202925,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2010,POINT (-53.5783 72.8878),178.84064717188951,72.92826843261719,-53.52448272705078,319.0,108.0,1.0,-13.136541748046852
1129,1135,2010-06-30,UPE_U,72.8878,-53.5783,940.0,10.0,-6.758179055891681,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2010,POINT (-53.5783 72.8878),178.84064717188951,72.92826843261719,-53.52448272705078,319.0,108.0,1.0,-13.162603759765602
1130,1136,2012-08-31,UPE_U,72.8878,-53.5783,940.0,10.0,-7.593177633178995,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2012,POINT (-53.5783 72.8878),178.84064717188951,72.92826843261719,-53.52448272705078,319.0,108.0,1.0,-13.075445556640602
1131,1137,2012-09-30,UPE_U,72.8878,-53.5783,940.0,10.0,-7.624367427611578,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2012,POINT (-53.5783 72.8878),178.84064717188951,72.92826843261719,-53.52448272705078,319.0,108.0,1.0,-12.946173095703102
1132,1138,2012-10-31,UPE_U,72.8878,-53.5783,940.0,10.0,-7.340107574620343,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2012,POINT (-53.5783 72.8878),178.84064717188951,72.92826843261719,-53.52448272705078,319.0,108.0,1.0,-12.672857666015602
1133,1139,2012-11-30,UPE_U,72.8878,-53.5783,940.0,10.0,-7.011628329909515,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2012,POINT (-53.5783 72.8878),178.84064717188951,72.92826843261719,-53.52448272705078,319.0,108.0,1.0,-12.425543212890602
1134,1140,2012-12-31,UPE_U,72.8878,-53.5783,940.0,10.0,-6.814640423494313,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2012,POINT (-53.5783 72.8878),178.84064717188951,72.92826843261719,-53.52448272705078,319.0,108.0,1.0,-12.297857666015602
1135,1141,2013-01-31,UPE_U,72.8878,-53.5783,940.0,10.0,-6.746240870287779,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2013,POINT (-53.5783 72.8878),178.84064717188951,72.92826843261719,-53.52448272705078,319.0,108.0,1.0,-12.260015869140602
1136,1142,2013-02-28,UPE_U,72.8878,-53.5783,940.0,10.0,-6.785469904869474,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2013,POINT (-53.5783 72.8878),178.84064717188951,72.92826843261719,-53.52448272705078,319.0,108.0,1.0,-12.299322509765602
1137,1143,2013-03-31,UPE_U,72.8878,-53.5783,940.0,10.0,-6.9081790892855786,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2013,POINT (-53.5783 72.8878),178.84064717188951,72.92826843261719,-53.52448272705078,319.0,108.0,1.0,-12.391882324218727
1138,1144,2013-04-30,UPE_U,72.8878,-53.5783,940.0,10.0,-7.1084055218909,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2013,POINT (-53.5783 72.8878),178.84064717188951,72.92826843261719,-53.52448272705078,319.0,108.0,1.0,-12.532751464843727
1139,1145,2013-05-31,UPE_U,72.8878,-53.5783,940.0,10.0,-7.350716967259954,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2013,POINT (-53.5783 72.8878),178.84064717188951,72.92826843261719,-53.52448272705078,319.0,108.0,1.0,-12.686926269531227
1140,1146,2013-06-30,UPE_U,72.8878,-53.5783,940.0,10.0,-7.549512686500715,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2013,POINT (-53.5783 72.8878),178.84064717188951,72.92826843261719,-53.52448272705078,319.0,108.0,1.0,-12.748724365234352
1141,1147,2013-07-31,UPE_U,72.8878,-53.5783,940.0,10.0,-7.63757886854092,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2013,POINT (-53.5783 72.8878),178.84064717188951,72.92826843261719,-53.52448272705078,319.0,108.0,1.0,-12.771673583984352
1142,1148,2013-08-31,UPE_U,72.8878,-53.578300000000006,940.0,10.0,-7.788884642781986,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2013,POINT (-53.57830000000001 72.8878),178.84064717188951,72.92826843261719,-53.52448272705078,319.0,108.0,1.0,-12.745275878906227
1143,1149,2013-10-31,UPE_U,72.8878,-53.57829999999999,940.0,10.0,-7.449699913734411,"Fausto, R.S. and van As, D., (2019). Programme for monitoring of the Greenland ice sheet (PROMICE): Automatic weather station data. Version: v03, Dataset published via Geological Survey of Denmark and Greenland. DOI: https://doi.org/10.22008/promice/data/aws",PROMICE,,2013,POINT (-53.57829999999999 72.8878),178.84064717188951,72.92826843261719,-53.52448272705078,319.0,108.0,1.0,-12.345190429687477
